Gauge,Level,Date
Saxons Lode,5.15,31/01/2021
Saxons Lode,5.14,09/01/1998
Saxons Lode,5.14,09/01/1998
Sharpness,11.07,11/03/2020
Sharpness,10.85,16/12/1920
Sharpness,10.85,09/01/1936
Sharpness,10.7,14/12/1999
Sharpness,10.7,02/03/2014
Sharpness,10.63,03/01/2014
Sharpness,10.54,12/08/2014
Sharpness,10.53,01/02/2014
Tenbury,7.4,01/01/1795
Tenbury,7,01/05/1886
Tenbury,6.3,01/06/1924
Tenbury,5.97,21/07/2007
Tenbury,5.89,16/02/2020
Tenbury,5.75,26/06/2007
Tenbury,5.58,01/12/1960
Tenbury,5.43,27/10/2019
Tenbury,5.3,21/01/2021
Tenbury,5.25,28/12/1979
Tenbury,5.19,02/02/2002
Tenbury,5.14,28/01/1990
Tenbury,5.08,31/10/2000
Tenbury,5.07,21/02/2022
Tenbury,3.81,13/06/2019
Tenbury,3.57,24/12/2020
Tenbury,3.49,12/01/2023
Tenbury,3.26,29/02/2020
Welsh Bridge,5.7,01/12/1795
Welsh Bridge,5.43,01/12/1946
Welsh Bridge,5.25,01/11/2000
Welsh Bridge,5.15,22/02/2022
Welsh Bridge,5.12,25/02/2020
Welsh Bridge,4.95,22/02/2021
Welsh Bridge,4.87,29/10/1998
Welsh Bridge,4.85,17/02/2020
Welsh Bridge,4.8,06/02/2004
Welsh Bridge,4.78,13/12/2000
Welsh Bridge,4.73,12/02/2002
Welsh Bridge,4.6,21/01/2008
Welsh Bridge,4.56,12/01/2007
Welsh Bridge,4.56,09/12/2006
Welsh Bridge,4.54,07/11/2000
Welsh Bridge,4.51,26/10/1998
Welsh Bridge,4.5,13/01/2023
Welsh Bridge,4.44,10/02/2014
Welsh Bridge,4.41,07/02/2011
Welsh Bridge,4.06,27/10/2019
Welsh Bridge,3.88,18/03/2019
Welsh Bridge,3.65,14/06/2019
Welsh Bridge,3.25,29/12/2020
Worcester,5.79,26/02/2020
Worcester,5.74,13/02/2014
Worcester,5.71,24/01/2021
Worcester,5.68,17/02/2020
Worcester,5.64,21/07/2007
Worcester,5.62,23/02/2022
Worcester,5.39,23/01/2008
Worcester,5.39,15/01/2023
Worcester,5.31,23/01/2008
Worcester,5.3,29/10/2019
Worcester,5.23,23/12/2012
Worcester,5.21,24/12/2020
Worcester,5.1,01/02/2014
Worcester,5.08,14/01/2007
Worcester,5.07,16/11/2019
Worcester,5.06,28/11/2012
Worcester,5.06,01/02/2014
Worcester,5.04,07/09/2008
Worcester,5.02,27/06/2007
Worcester,5.01,27/07/2007
Worcester,4.57,16/06/2019
Worcester,4.2,20/03/2019
Doveridge,2.83,25/11/2012
Doveridge,2.84,31/10/2000
Doveridge,2.89,22/12/1991
Doveridge,2.91,17/03/1998
Doveridge,3.02,01/01/1965
